"name","id","pid","level"
"Guide Rod Joint","97009","3","l3"
"Guide Sleeve","102329","9","l3"
"Guide Tube","102332","9","l3"
"H3 bulb","4151","152","l4"
"Half-round head screw","96988","95578","l3"
"Half shaft","4152","107","l4"
"Half shaft boot","4153","43","l4"
"Half shaft gear","4154","95","l4"
"Halogen","99098","4","l3"
"Halogen fog and corner lamp","4155","134","l4"
"Halogen fog lamp","4156","134","l4"
"Halogen head lamp","4157","152","l4"
"Halogen headlamp","4158","152","l4"
"Halogen head lamp bulb","4159","152","l4"
"Halogen headlights","4160","152","l4"
"Hand brake","4161","210","l4"
"Handbrake cable","4162","72","l4"
"Hand brake lever","4163","210","l4"
"Handbrake lever","12606","11991","l4"
"Handbrake Lever","97048","95578","l3"
"Handbrake Lever","97015","3","l3"
"Hand break cable","4164","72","l4"
"Hand control","96997","95578","l3"
"Hand Guard","97012","95578","l3"
"Handle","12607","12103","l4"
"Handlebar bearing","12609","12071","l4"
"Hand lever parking brake","4165","210","l4"
"Hand parking brake","11991","3","l3"
"Hands-free access","4166","38","l4"
"Hands free liftgate sensor","4167","277","l4"
"Haptic panel","4168","175","l4"
"Hardware","102335","9","l3"
"Hardware","99101","4","l3"
"Harman Kardon sound system","4169","55","l4"
"Harness clip","4171","130","l4"
"harness connector","4172","314","l4"
"Harness for brake pad sensor","4173","314","l4"
"Harness for electric parking brake","4174","314","l4"
"Harness unspecified","4170","314","l4"
"Hat","12611","12108","l4"
"Hat","12610","12107","l4"
"Hazard mitigation assist with intelligent headlight control","4175","155","l4"
"Hazard switch","4176","275","l4"
"Hazard warning lamp","4177","128","l4"
"Hazard warning light switch","4178","275","l4"
"HDC switch","4179","275","l4"
"HD display","4180","99","l4"
"HDD navigation system","4181","57","l4"
"HDG","103659","103644","l2"
"HD map for level 3 automated driving","4182","57","l4"
"HDPE/EVOH for plastic fuel tank","4183","145","l4"
"Head airbag","4184","83","l4"
"Head Airbag","99104","4","l3"
"Head airbag with rollover protection","4185","275","l4"
"Headband Glasses","100605","171","l4"
"Headband Glasses","99116","4","l3"
"Head curtain airbag","4186","83","l4"
"Header condenser ASSY","4187","69","l4"
"Head hollow valve","4188","124","l4"
"Headlamp","154","4","l3"
"Head Lamp","152","6","l3"
"Head Lamp (AFS)","153","6","l3"
"Head lamp assembly","4190","152","l4"
"Head lamp ballast","4191","152","l4"
"Head lamp ballast control unit","4192","152","l4"
"Head lamp bezel assembly","4193","152","l4"
"Head lamp bolt","4194","130","l4"
"Head lamp bracket","4195","152","l4"
"Head Lamp bulb","4196","152","l4"
"Headlamp cleaner","4197","154","l4"
"Headlamp cleaning system","4198","154","l4"
"Head lamp cover","4201","152","l4"
"Head Lamp ECU","155","4","l3"
"Head lamp ECU unspecified","4199","155","l4"
"Head lamp extension","4203","152","l4"
"Head lamp housing","4204","152","l4"
"Head lamp housing assembly","4205","152","l4"
"Head lamp inner bracket","4206","152","l4"
"Head lamp LED","4207","152","l4"
"Headlamp LED","4208","152","l4"
"Head lamp LED light module","4209","152","l4"
"Head lamp leveling dial","4210","275","l4"
"Headlamp leveling ECU","4211","156","l4"
"Headlamp leveling motor","4212","206","l4"
"Headlamp Levelling ECU","156","4","l3"
"Head lamp (Lighting system module)","4215","152","l4"
"Head lamp light source","4216","152","l4"
"Head lamp (Multi face reflector type)","4217","152","l4"
"Head lamp outer bracket","4218","152","l4"
"Head lamp (Projection type)","4219","152","l4"
"Head lamp switch","4220","275","l4"
"Head lamp trim ring (resin plating)","4221","152","l4"
"Head lamp unit for High Beam Control system","4222","152","l4"
"Head lamp unspecified","4189","152","l4"
"Headlamp washer pump","4223","154","l4"
"Head lamp washer switch","4224","275","l4"
"Head lamp with daytime lamp","4225","152","l4"
"Headlight","97060","95578","l3"
"Headlight","99119","4","l3"
"Headlight adjustment switch","4227","275","l4"
"Headlight Assembly","97063","95578","l3"
"Headlight Bracket","97066","95578","l3"
"Headlight cleaning jet","4228","154","l4"
"Headlight Cleaning System","99122","4","l3"
"Headlight control","4229","155","l4"
"Headlight housing","4230","152","l4"
"Headlight Housing","97069","95578","l3"
"Headlight Leveling Adjustment","100609","171","l4"
"Headlight support","4231","152","l4"
"Headlight switch","4232","275","l4"
"Headlight Trim","97072","95578","l3"
"Headlight unspecified","4226","152","l4"
"Headliner","97075","95578","l3"
"Headliner","157","8","l3"
"Headliner","99125","4","l3"
"Headliner bolt","4234","130","l4"
"Headliner clip","4235","130","l4"
"Headliner fabric","4236","157","l4"
"Headliner fabric composite","4237","157","l4"
"Headliner module","4238","157","l4"
"Headliner screw","4239","130","l4"
"Headliner substrate","4240","157","l4"
"Headliner textile","4241","157","l4"
"Headliner unspecified","4233","157","l4"
"Headlining roof","4242","157","l4"
"Headrest","158","8","l3"
"Headrest","97078","95578","l3"
"Headrest","99128","4","l3"
"Headrest damper","4244","158","l4"
"Headrest foam","4245","158","l4"
"Headrest frame","4246","158","l4"
"Headrest trim","4247","158","l4"
"Headrest unspecified","4243","158","l4"
"Head side airbag","4248","251","l4"
"Head unit","4249","180","l4"
"Headunit","99131","4","l3"
"Head Unit","99113","4","l3"
"Head up display","12612","11954","l4"
"Head Up Display","159","4","l3"
"Head-Up Display","99134","4","l3"
"Head up display unspecified","4250","159","l4"
"Heat collector","4251","127","l4"
"Heat Comfort Package","99137","4","l3"
"Heated and cooled cupholder","4252","82","l4"
"Heated and cooled front cupholder","4253","82","l4"
"Heated armrest","4254","71","l4"
"Heated Armrest","99152","4","l3"
"Heated SCR line","4255","94","l4"
"Heated seat","4256","241","l4"
"Heated steering wheel","4257","266","l4"
"Heated steering wheel ECU","4258","266","l4"
"Heated steering wheel element","4259","266","l4"
"Heated washer","4260","311","l4"
"Heater","160","4","l3"
"Heater","100624","171","l4"
"Heater assembly","4262","160","l4"
"Heater bolt","4263","130","l4"
"Heater bolt and washer","4264","130","l4"
"Heater control switch","4267","275","l4"
"Heater control valve","4268","160","l4"
"Heater core","4269","160","l4"
"Heater core pipe","4270","160","l4"
"Heater Hose","101377","8","l3"
"Heater Hose","100628","171","l4"
"Heater module","4273","160","l4"
"Heater nut","4274","130","l4"
"Heater unspecified","4261","160","l4"
"Heater water pump","4275","304","l4"
"Heat exchanger","4276","122","l4"
"Heat Exchanger","102338","9","l3"
"Heat exchanger for EV","4277","169","l4"
"Heating","102350","9","l3"
"Heating","99173","4","l3"
"Heating","100632","171","l4"
"Heating","97021","3","l3"
"Heating Element","100636","171","l4"
"Heating Element","99176","4","l3"
"Heating element for steering wheel","4279","160","l4"
"Heating mat","99179","4","l3"
"Heating Return Pipe","102353","9","l3"
"Heating Return Pipe","100640","171","l4"
"Heating Supply Hose","100644","171","l4"
"Heating Supply Hose","102356","9","l3"
"Heating Supply Pipe","102359","9","l3"
"Heating Supply Pipe","100648","171","l4"
"Heat insulator","4281","162","l4"
"Heat Protection Bag","102341","9","l3"
"Heat Protection Bag","99140","4","l3"
"Heat protector","4282","162","l4"
"Heat pump ECU","4284","117","l4"
"Heat pump system","4285","160","l4"
"Heat shield","4287","162","l4"
"Heatshield","100652","171","l4"
"Heat Shield","97081","95578","l3"
"Heat Shield","97018","3","l3"
"Heat Shield","102344","9","l3"
"Heat Shield","99143","4","l3"
"Heat Shield Cap","99146","4","l3"
"Heat Shield Cap","100613","171","l4"
"Heat Shield Cap","102347","9","l3"
"Heat Shield Cover","99149","4","l3"
"Heat Shield Cover","97084","95578","l3"
"Heat shield fastener","4288","130","l4"
"Heat Shield Mat","97087","95578","l3"
"Heat Spreader","100617","171","l4"
"Heat Spreader","97090","95578","l3"
"Heavy-duty Corrugated Board","103703","103678","l2"
"Heavy rare earth-free magnet for HV motor","4290","194","l4"
"Heel plate","4291","132","l4"
"Height Adjuster","4292","242","l4"
"Height Adjusters","4293","242","l4"
"Height level","11992","3","l3"
"Height level sensor","12614","11992","l4"
"Height Level Sensor","99182","4","l3"
"Height Level Sensor","97024","3","l3"
"Height sensor","4294","116","l4"
"Helicoil","97093","95578","l3"
"Hexagon Bolt","102365","9","l3"
"Hexagon Bolt","97105","95578","l3"
"Hexagon Flange Nut","97108","95578","l3"
"Hexagon Socket Screw","97111","95578","l3"
"Hex nut","4295","130","l4"
"Hex Nut","102362","9","l3"
"Hex Nut","97096","95578","l3"
"Hex Soc Hd Cap Scr","97099","95578","l3"
"Hex Soc Hd Cap Screw","97102","95578","l3"
"HID head lamp","4296","152","l4"
"HID head lamp bulb","4297","152","l4"
"HID lamp","4298","152","l4"
"High- and low-voltage electrical distribution system","4299","314","l4"
"High Beam Assistant","99185","4","l3"
"High Beam Control system ECU","4300","117","l4"
"High-beam lamp","4301","152","l4"
"High current relay","4302","237","l4"
"High-definition locator","4303","57","l4"
"High-definition map position unit","4304","57","l4"
"High-efficiency silicon carbide power electronics for on-board charger","4305","205","l4"
"High frequency roof antenna","4306","32","l4"
"High-frequency speaker","99191","4","l3"
"High & low pressure EGR valve","4307","113","l4"
"Highly breathable material","4308","248","l4"
"High-Mounted Stop Lamp","163","6","l3"
"High-mounted stop lamp unspecified","4309","163","l4"
"High performance computing chip","4311","22","l4"
"High performance tire","4312","285","l4"
"High precision map data","4313","57","l4"
"High-pressure bellhousing","12617","11919","l4"
"High-pressure bellhousing","12616","11882","l4"
"High-Pressure Die Casting","103582","103581","l3"
"High pressure direct injection system","4314","140","l4"
"High pressure EGR valve","4315","113","l4"
"High pressure fuel injection nozzle","4316","140","l4"
"High pressure fuel line","4317","141","l4"
"High-pressure fuel pump","4318","142","l4"
"High-pressure fuel rail","4319","140","l4"
"High-pressure fuel sensor","4320","140","l4"
"High pressure gasoline pump","4321","142","l4"
"High-pressure hydrogen supply valve for hydrogen tank","4322","145","l4"
"High pressure hydrogen tank","4323","145","l4"
"High-Pressure Injection Valve","102368","9","l3"
"High-Pressure Line","102371","9","l3"
"High-pressure pump","12618","11882","l4"
"High-Pressure Pump","102374","9","l3"
"High strength carbon fiber for high pressure hydrogen tank","4324","145","l4"
"High-surface-hardness & low-birefringence PC for touch panel cover for 9-inch WXGA car navigation sy","4325","57","l4"
"High-temperature polyamide Ultramid Endure D5G3 BM for charge air duct","4326","112","l4"
"High temperature sensor","4327","279","l4"
"High torque capacity transfer","4328","291","l4"
"High Voltage","99188","4","l3"
"High Voltage","97027","3","l3"
"High Voltage","100656","171","l4"
"High-voltage accumulator","12619","11952","l4"
"High-voltage accumulator housing","12622","12103","l4"
"High-voltage accumulator housing","12620","11950","l4"
"High-voltage accumulator housing","12621","11952","l4"
"High-voltage battery bolt","4329","130","l4"
"High-Voltage Battery Cell Modules","102377","9","l3"
"High-voltage battery clip","4330","130","l4"
"High-Voltage battery contactor","4331","171","l4"
"High-voltage battery cooling tube","4332","169","l4"
"High-voltage battery flood port","4333","171","l4"
"High-voltage battery flood port retainer","4334","171","l4"
"High-voltage battery fuse box","4335","171","l4"
"High-voltage battery liquid sealer gasket","4336","171","l4"
"High-voltage battery module","4337","168","l4"
"High-voltage battery nut","4338","130","l4"
"High-voltage battery pack","4339","170","l4"
"High-voltage battery pack contactor","4340","170","l4"
"High-voltage battery rivet","4341","130","l4"
"High-voltage battery rivet nut","4342","130","l4"
"High-voltage battery screw","4343","130","l4"
"High-voltage battery seal","4344","171","l4"
"High-voltage battery skid plate","4345","171","l4"
"High-voltage battery system","4346","170","l4"
"High-Voltage Battery Systems","102380","9","l3"
"High voltage cable","4347","314","l4"
"High-voltage cable","4348","314","l4"
"High Voltage Cable","100660","171","l4"
"High-Voltage Cable","100688","171","l4"
"High-voltage cable bolt and washer","4349","130","l4"
"High-voltage cable shield band","4350","72","l4"
"High-voltage charging harness","4351","314","l4"
"High-voltage connection","12625","11886","l4"
"High Voltage Connection","100664","171","l4"
"High voltage connector","4352","114","l4"
"High-voltage connector","4353","114","l4"
"High voltage coolant heater","4354","160","l4"
"High voltage cooling heater","4355","169","l4"
"High-voltage DC relay","4356","237","l4"
"High-voltage electrical distribution system","4357","114","l4"
"High-voltage fuse","4358","237","l4"
"High Voltage Fuse","100668","171","l4"
"High Voltage Fuse","97030","3","l3"
"High Voltage Fuse 240","100672","171","l4"
"High Voltage Fuse 240","97114","95578","l3"
"High Voltage Fuse 420","100676","171","l4"
"High-voltage fuse bracket","4359","237","l4"
"High-voltage generator for electrified vehicle","4360","30","l4"
"High-voltage housing","12626","12103","l4"
"High-voltage junction box","4361","182","l4"
"High-voltage module carrier","12627","11952","l4"
"High-voltage on-board power system","4362","205","l4"
"High-voltage rapid splitter screw","4363","130","l4"
"High-voltage relay","4364","237","l4"
"High-Voltage Storage","100692","171","l4"
"High-voltage switchbox","4365","275","l4"
"High Voltage Switchgear","100680","171","l4"
"High-Voltage Switchgear","102383","9","l3"
"High-voltage system","12629","11952","l4"
"High-voltage water heater","4366","169","l4"
"High voltage wire","4367","314","l4"
"High voltage wiring harness","4368","314","l4"
"High-voltage wiring harness","4369","314","l4"
"High Voltage Wiring Harness","100684","171","l4"
"High-voltage wiring harness bolt","4370","130","l4"
"High-voltage wiring harness busbar bracket","4371","314","l4"
"High-voltage wiring harness clip","4372","130","l4"
"High-voltage wiring harness nut","4373","130","l4"
"High-voltage wiring harness screw","4374","130","l4"
"High-voltage wiring harness system","4375","314","l4"
"High-voltage wiring harness upper bracket","4376","314","l4"
"Highway Driving Assist","4377","22","l4"
"Hill descent control","4378","13","l4"
"Hill hold control","4379","13","l4"
"Hinge","99194","4","l3"
"Hinge","164","2","l3"
"Hinge","97117","95578","l3"
"Hinge","4380","164","l4"
"Hinge assembly","4381","164","l4"
"Hinge cover","4382","164","l4"
"Hinge Cover","100696","171","l4"
"Hinge pillar","4383","164","l4"
"Hinge reinforcement","4384","164","l4"
"Hinge reinforcement plate","4385","164","l4"
"HMI control module","4386","57","l4"
"HMI control system","4387","275","l4"
"Holder for side airbag sensor","4388","130","l4"
"Holders for electronic components","4389","130","l4"
"Hollow Bolt","102386","9","l3"
"Hollow Bolt","100700","171","l4"
"Hollow Bolt","97120","95578","l3"
"Hollow Bolt","97033","3","l3"
"Hollow valve","4390","124","l4"
"HomeLink bracket","4391","278","l4"
"Hood","97123","95578","l3"
"Hood absorber","4392","16","l4"
"Hood bumper","4393","49","l4"
"Hood cable","4394","72","l4"
"Hood garnish","4395","193","l4"
"Hood gas spring","4396","164","l4"
"Hood Gas Strut","4397","164","l4"
"Hood hinge","4398","164","l4"
"Hood hinges","4399","164","l4"
"Hood insulation","4400","16","l4"
"Hood insulator","4401","16","l4"
"Hood latch","4402","164","l4"
"Hood latch striker pin","4403","164","l4"
"Hood lifter for pedestrian protection","4404","164","l4"
"Hoodliner","4405","16","l4"
"Hood lock release cable","4406","72","l4"
"Hood release cable","4407","72","l4"
"Hood Seal","97126","95578","l3"
"Hood Seal","4408","305","l4"
"Hood Seal","102389","9","l3"
"Hood silencer","4409","16","l4"
"Hood striker","4410","38","l4"
"Hood vent","4411","112","l4"
"Hook Wrench","97129","95578","l3"
"Horn","100307","8","l3"
"Horn","165","4","l3"
"Horn","97135","95578","l3"
"Horn assembly","4413","165","l4"
"Horn bolt","4414","130","l4"
"Horn bracket","4415","165","l4"
"Horn front ducting gasket","4416","165","l4"
"Horn nut","4417","130","l4"
"Horn unspecified","4412","165","l4"
"Hose","12630","11871","l4"
"Hose","102392","9","l3"
"Hose","100704","171","l4"
"Hose","97036","3","l3"
"Hose","97138","95578","l3"
"Hose clamp","12632","11993","l4"
"Hose Clamp","102395","9","l3"
"Hose Clamp","100708","171","l4"
"Hose Clamp","97171","95578","l3"
"Hose Clip","100712","171","l4"
"Hose Clip","97174","95578","l3"
"Hose Coupling","100716","171","l4"
"Hose Coupling","97177","95578","l3"
"Hose Fitting","97180","95578","l3"
"Hose Holder","100720","171","l4"
"Hose Holder","97195","95578","l3"
"Hose Holder","102398","9","l3"
"Hose Line","100724","171","l4"
"Hose Line","97039","3","l3"
"Hoses","101266","7","l3"
"Hot end","4418","127","l4"
"Hot end assembly","4419","127","l4"
"Hot end exhaust system","102179","102178","l4"
"Hot end exhaust system","4421","127","l4"
"Hot end exhaust systems","4422","127","l4"
"Hot Forging","103612","103608","l3"
"Hot Forging (Forging (Process Type))","103603","103599","l3"
"Hot melt adhesive","4424","130","l4"
"Hot-Rolled","103661","103644","l2"
"Hot Runner Injection Molding","103635","103628","l2"
"Hot wire slot-in type airflow sensors","4425","28","l4"
"Housing","12640","11983","l4"
"Housing","12634","11893","l4"
"Housing","99200","4","l3"
"Housing","100728","171","l4"
"Housing","12636","11950","l4"
"Housing","12643","12103","l4"
"Housing","12635","11894","l4"
"Housing","97198","95578","l3"
"Housing","12638","11955","l4"
"Housing","12633","11868","l4"
"Housing","12644","12136","l4"
"Housing","12642","12023","l4"
"Housing","12641","12022","l4"
"Housing","12639","11974","l4"
"Housing","12637","11952","l4"
"Housing","102401","9","l3"
"Housing","97042","3","l3"
"Housing b-side","12645","12136","l4"
"Housing cover","12647","12023","l4"
"Housing Cover","97201","95578","l3"
"Housing electric parking brake","12648","11955","l4"
"Housing for electric AWD unit","4426","10","l4"
"Housing IPS","12649","11955","l4"
"Housing lower part","12650","11950","l4"
"Housing retaining spring","12652","11955","l4"
"Housing Retaining Spring","97045","3","l3"
"Housings","11869","3","l3"
"HPC chip for camera","4427","204","l4"
"HPC chip for front camera","4428","22","l4"
"HSD Connector","4429","114","l4"
"Hub","95681","95578","l3"
"Hub","102404","9","l3"
"Hub bearing","11995","3","l3"
"Hub bearing","4430","307","l4"
"Hub bearing unit","4431","307","l4"
"Hubcap","4432","308","l4"
"Hub Cap","97051","3","l3"
"Hub cap wrench","12653","12135","l4"
"Hub cover","12654","12135","l4"
"Hub Cover","97054","3","l3"
"HUD","11996","3","l3"
"HUD support structure","12656","11996","l4"
"Humidity sensor","4433","234","l4"
"HVAC actuator","4435","19","l4"
"HVAC blower control","4439","26","l4"
"HVAC blower controller","4440","26","l4"
"HVAC blower motor","1395","166","l4"
"HVAC Blower Motor","166","4","l3"
"HVAC compressor","4444","14","l4"
"HVAC compressor isolator","4445","14","l4"
"HVAC control","4446","117","l4"
"HVAC duct","4452","112","l4"
"HVAC duct insulation","4453","16","l4"
"HVAC duct system","4454","112","l4"
"HVAC-flap actuator","4456","19","l4"
"HVAC inlet duct","4458","112","l4"
"HVAC line","4459","17","l4"
"HV Battery Case","167","5","l3"
"HV Battery Cell/Module","168","5","l3"
"HV Battery Charge Plug Retention Micro Actuator","4470","205","l4"
"HV Battery Cooling/Heating System","169","5","l3"
"HV Battery Pack/System","170","5","l3"
"HV Battery Related Products","171","5","l3"
"HV Charge Plug Retention Release Cable","4471","205","l4"
"HV connector cable seat","4472","130","l4"
"HV/EV ECU","172","4","l3"
"HV/EV ECU","4473","172","l4"
"HV motor and battery ECU","4474","39","l4"
"HV motor shaft","4475","290","l4"
"Hybrid automated manual transmission","12657","11960","l4"
"Hybrid battery cooling duct","4476","169","l4"
"Hybrid battery wiring harness","4477","314","l4"
"Hybrid bumper (Rear bumper reinforcement)","4478","50","l4"
"Hybrid ECU","4479","172","l4"
"Hybrid inner mirror","4480","179","l4"
"Hybrid module","12658","12112","l4"
"Hybrid power control unit","4481","290","l4"
"Hybrid power module","12659","12112","l4"
"Hybrid system ECU","4482","172","l4"
"Hybrid transaxle","4483","84","l4"
"Hybrid transmission","102407","9","l3"
"Hybrid transmission","4484","84","l4"
"Hydraulic","97204","95578","l3"
"Hydraulic","97057","3","l3"
"Hydraulic","102410","9","l3"
"Hydraulic actuator","4485","19","l4"
"Hydraulic and coolant valve holder","12660","11882","l4"
"Hydraulic bearing","12662","12071","l4"
"Hydraulic bearing","12661","11920","l4"
"Hydraulic bearing tension strut","12663","12071","l4"
"Hydraulic belt tensioner","4486","283","l4"
"Hydraulic boost failure compensation","4487","44","l4"
"Hydraulic brake assist","4488","19","l4"
"Hydraulic brake booster","4489","44","l4"
"Hydraulic chassis bush","4490","51","l4"
"Hydraulic circuit","4491","35","l4"
"Hydraulic clutch actuator","4492","19","l4"
"Hydraulic clutch master cylinder and pipe","4493","66","l4"
"Hydraulic control module","4494","35","l4"
"Hydraulic engine mount","4496","123","l4"
"Hydraulic engine mount ECU","4497","18","l4"
"Hydraulic hose","12665","12108","l4"
"Hydraulic hose","12664","12107","l4"
"Hydraulic kit for dual clutch transmission","4498","111","l4"
"Hydraulic line","12668","12108","l4"
"Hydraulic line","12667","12107","l4"
"Hydraulic Line","102413","9","l3"
"Hydraulic Line","99206","4","l3"
"Hydraulic Line","97207","95578","l3"
"Hydraulic module for clutch control","4499","19","l4"
"Hydraulic motor mount","4500","290","l4"
"Hydraulic power steering cables","11997","3","l3"
"Hydraulic steering gear","11998","3","l3"
"Hydraulic steering gear pumps","12000","3","l3"
"Hydraulic tappet","4508","124","l4"
"Hydraulic tensioner","4509","283","l4"
"Hydraulic unit","12671","11955","l4"
"Hydraulic unit ","12001","3","l3"
"Hydraulic Unit","102416","9","l3"
"Hydraulic Unit","97132","3","l3"
"Hydraulic unit ABS","12672","12001","l4"
"Hydraulic unit ASC","12673","12001","l4"
"Hydraulic unit DSC","12675","11960","l4"
"Hydraulic unit DSC","12674","11848","l4"
"Hydraulic vibration damper","12677","11847","l4"
"Hydraulic Vibration Damper","97141","3","l3"
"Hydro bushing","4510","51","l4"
"Hydro-formed roof rail","4511","240","l4"
"Hydroforming","103615","103608","l3"
"Hydrogen injector","4512","140","l4"
"Hydrogen tank fixing spring","4513","145","l4"
"Hydrogen tank for FCV","4514","145","l4"
"Hydro mount","12679","11920","l4"
"Hydro mount","12681","12004","l4"
"Hydro mount","4515","123","l4"
"Hydro mount","12684","12108","l4"
"Hydro mount","12683","12107","l4"
"Hydro mount","12682","12071","l4"
"Hydronic heater","4516","160","l4"
"Hydrostatic clutch actuator for 9-speed DCT","4517","111","l4"
"Hydro steering gear","12689","12093","l4"
"Hydro steering gear","12688","11999","l4"
"Hydro steering gear","12687","11966","l4"
"Hypoid gear","4518","95","l4"
"Hysteresis generator for brake pedal system","4519","213","l4"
"I-CAM","99209","4","l3"
"IC board assembly","4520","117","l4"
"ICM","12005","3","l3"
"ICM VDC","12690","12005","l4"
"I-Combination","99215","4","l3"
"I-Combination","97210","95578","l3"
"ICOM NEXT","99212","4","l3"
"IC regulator","4521","30","l4"
"ICRO","102419","9","l3"
"ID code ECU","4522","117","l4"
"Idle Actuator","97234","95578","l3"
"Idle Actuator","102422","9","l3"
"Idle adjuster","12691","12093","l4"
"Idler pulley","4523","283","l4"
"Idler pulley assembly","4524","283","l4"
"Idle speed control valve","4525","281","l4"
"Idle stop/lane departure warning off switch","4526","275","l4"
"Idle stop off switch","4527","275","l4"
"Idling stop (IS) lead-acid battery","4528","36","l4"
"iDrive controller","4529","275","l4"
"iDrive touch controller","4530","275","l4"
"ID Sensor","99218","4","l3"
"IGBT","4531","181","l4"
"IGBT chip","4532","181","l4"
"IGBT device","101194","101160","l3"
"IGBT transformer for AC electric compressor","4533","14","l4"
"Ignition","4534","173","l4"
"Ignition Cable","99221","4","l3"
"Ignition Cable","97237","95578","l3"
"Ignition Coil","97240","95578","l3"
"Ignition Coil","173","9","l3"
"Ignition coil and injector shaft","12692","11882","l4"
"Ignition Coil and Injector Shaft","97144","3","l3"
"Ignition coil assembly","4536","173","l4"
"Ignition Coil Cover","97243","95578","l3"
"Ignition Coil Cover","102425","9","l3"
"Ignition coil shaft","12693","11882","l4"
"Ignition coil unspecified","4535","173","l4"
"Ignition lock switch","4537","275","l4"
"Ignition module","4538","173","l4"
"Ignition starter switch","12694","12097","l4"
"Ignition Starter Switch","97147","3","l3"
"Ignition switch","4539","275","l4"
"Ignition Switch","97246","95578","l3"
"Ignition switch assembly","4540","275","l4"
"Ignition switch control unit","4541","275","l4"
"Ignition switch lock","4542","275","l4"
"Ignition System","102428","9","l3"
"Ignition System","97249","95578","l3"
"Ignition transformer","4543","173","l4"
"IK-CAN","99224","4","l3"
"Illuminated emblem","4544","118","l4"
"Illuminated radiator grille","4545","136","l4"
"Illumination control switch","4546","275","l4"
"Image processing chip","4547","53","l4"
"Image processing chip for monocular camera","4548","53","l4"
"Image processing module","4549","53","l4"
"Image sensor","4550","53","l4"
"Image sensor for triple front camera","4551","53","l4"
"i-MMD transmission clutch assembly","4552","290","l4"
"Immobilizer","4553","33","l4"
"Immobilizer amplifier","4554","33","l4"
"Immobilizer antenna coil","4555","33","l4"
"Immobilizer ECU","4556","33","l4"
"Immobilizer sensor","4557","33","l4"
"Immobilizer transponder","4558","33","l4"
"Impact bar assembly","4559","50","l4"
"Impact beam","4560","50","l4"
"Impact Protection","97264","95578","l3"
"Impact sensor bolt","4561","130","l4"
"Impedance mass","12695","11920","l4"
"Impedance Mass","97150","3","l3"
"Impeller","97267","95578","l3"
"Inboard joint","4562","107","l4"
"Inboard Joint for CV joint","4563","107","l4"
"Indicator panel","4564","175","l4"
"Indipendent rear drive axle","4565","37","l4"
"Indoor cable","4566","72","l4"
"Inductive Sensor","97270","95578","l3"
"Inductive smartphone charger","4567","180","l4"
"Inflatable curtain","4568","83","l4"
"Inflatable curtain airbag","4569","83","l4"
"Inflator","4570","106","l4"
"Inflator","101239","8","l3"
"Information display","4571","99","l4"
"Infotainment control unit","4572","180","l4"
"Infotainment head unit","4573","180","l4"
"Infotainment headunit system","4574","180","l4"
"Infotainment module","4575","180","l4"
"Infotainment screen","4576","99","l4"
"Infotainment system","4577","180","l4"
"Infotainment system equipped with an 8.8 black panel TFT display","4578","180","l4"
"Infotainment system (option)","4579","180","l4"
"Infotainment system with TFT display","4580","180","l4"
"Infotainment unit smartphone integration","4581","180","l4"
"Infrared laser radar","4582","191","l4"
"Infrared LED for driver monitoring system","4583","22","l4"
"In-glass antenna system","4584","32","l4"
"Ingot","103663","103644","l2"
"Injector","97279","95578","l3"
"Injector","102431","9","l3"
"Injector body","4585","140","l4"
"Injector body diesel injection","4586","93","l4"
"Injector cover","4587","140","l4"
"Injector Cover","97282","95578","l3"
"Injector driver","4588","140","l4"
"Injector harness","99227","4","l3"
"Injector harness","4589","314","l4"
"Injector Rail","97288","95578","l3"
"Inlet bearing bracket","97153","3","l3"
"Inlet bearing bracket","12697","11882","l4"
"Inlet check valve","4590","145","l4"
"Inlet duct","4591","112","l4"
"Inlet duct with resonator for HV","4592","112","l4"
"Inlet Manifold","102434","9","l3"
"Inner Belt","4593","305","l4"
"Inner B-Pillar","4594","104","l4"
"Inner cowl insulator","4595","16","l4"
"Inner dash acoustic insulator","4596","16","l4"
"Inner dashboard insulator","4597","16","l4"
"Inner dash insulator","4598","16","l4"
"Inner door frame","4599","101","l4"
"Inner door panel","4600","103","l4"
"Inner door panel aluminum alloy","4601","103","l4"
"Inner door ring system","4602","101","l4"
"Inner door seal","4603","305","l4"
"Inner front panel","4604","90","l4"
"Inner panel tailgate","12698","11950","l4"
"Inner rocker panel assembly","4605","62","l4"
"Inner shaft","4606","107","l4"
"Inner sill","4607","62","l4"
"Inner torx screw","12699","12007","l4"
"Inner Torx Screw","102437","9","l3"
"Inner window seal","4608","305","l4"
"Input shaft","4609","294","l4"
"Input Shaft","102440","9","l3"
"Input shaft seal","4610","293","l4"
"Insert","97291","95578","l3"
"Insert","97156","3","l3"
"Insert","102443","9","l3"
"Insert","12701","12074","l4"
"Insert","12702","12135","l4"
"Insert, Fabric Field, Plastic, PVC, Leather","101380","8","l3"
"Insert Nut","97294","95578","l3"
"Insert Part","97297","95578","l3"
"Inserts","103735","103728","l2"
"Inside door handle","4611","174","l4"
"Inside Door Handle","101383","8","l3"
"Inside door handle assembly","4612","174","l4"
"Inside door handle bolt","4613","130","l4"
"Inside release handle lamp","4614","178","l4"
"Installation Component","99230","4","l3"
"Installation Component","102446","9","l3"
"Installation Kit","97306","95578","l3"
"Instrumen panel unspecified","4615","175","l4"
