"id","pid","name","name_de","level","path_text"
"5767","211","Passenger airbag module","Beifahrer-Airbag-Modul","l4","Commodity > Interior > Passenger Airbag > Passenger airbag module"
"5768","275","Passenger airbag switch","Beifahrerairbag-Schalter","l4","Commodity > Electronics > Switch > Passenger airbag switch"
"5769","198","Passenger detection sensor","Beifahrer-Erkennungssensor","l4","Commodity > Electronics > Occupant Detection System > Passenger detection sensor"
"5770","178","Passenger footwell substrate assembly","Baugruppe Fuüraumabdeckung Beifahrer","l4","Commodity > Interior > Interior Lighting > Passenger footwell substrate assembly"
"5771","211","Passenger frontal air bag","Frontalairbag Beifahrer","l4","Commodity > Interior > Passenger Airbag > Passenger frontal air bag"
"5772","211","Passenger frontal airbag","Frontalairbag Beifahrer","l4","Commodity > Interior > Passenger Airbag > Passenger frontal airbag"
"5773","23","Passenger frontal airbag ECU","Steuergerät Frontalairbag Beifahrer","l4","Commodity > Electronics > Airbag   > Passenger frontal airbag ECU"
"5774","211","Passenger frontal airbag gas generator","Gasgenerator Frontalairbag Beifahrer","l4","Commodity > Interior > Passenger Airbag > Passenger frontal airbag gas generator"
"5775","211","Passenger frontal airbag inflator","Airbag-Inflator Frontalairbag Beifahrer","l4","Commodity > Interior > Passenger Airbag > Passenger frontal airbag inflator"
"5777","185","Passenger knee airbag","Knieairbag Beifahrer","l4","Commodity > Interior > Knee Airbag > Passenger knee airbag"
"5778","198","Passenger occupant detection system","System zur Erkennung des Beifahrers","l4","Commodity > Electronics > Occupant Detection System > Passenger occupant detection system"
"5779","241","Passenger seat","Beifahrersitz","l4","Commodity > Interior > Seat > Passenger seat"
"5780","247","Passenger seat adjustment motor","Verstellmotor Beifahrersitz","l4","Commodity > Electronics > Seat Motor > Passenger seat adjustment motor"
"5781","251","Passenger seat airbag","Sitzairbag Beifahrer","l4","Commodity > Interior > Side Airbag > Passenger seat airbag"
"5782","211","Passenger seat cushion airbag","Sitzkissen-Airbag Beifahrer","l4","Commodity > Interior > Passenger Airbag > Passenger seat cushion airbag"
"5783","245","Passenger seat frame","Sitzrahmen Beifahrer","l4","Commodity > Interior > Seat Frame > Passenger seat frame"
"5784","241","Passenger seat pad","Sitzpolster Beifahrer","l4","Commodity > Interior > Seat > Passenger seat pad"
"5785","247","Passenger seat reclining motor","Lehnenverstellmotor Beifahrersitz","l4","Commodity > Electronics > Seat Motor > Passenger seat reclining motor"
"5786","251","Passenger side airbag","Seitenairbag Beifahrerseite","l4","Commodity > Interior > Side Airbag > Passenger side airbag"
"5787","175","Passenger side instrument panel garnish","Zierleiste Instrumententafel Beifahrerseite","l4","Commodity > Interior > Instrument Panel > Passenger side instrument panel garnish"
"5788","20","Passenger side ventilator","Belüftung Beifahrerseite","l4","Commodity > Interior > A/C Ventilator > Passenger side ventilator"
"5789","184","Passive antenna","Passive Antenne","l4","Commodity > Electronics > Keyless Entry / Start System > Passive antenna"
"5790","130","Passive entry screw","Schraube für passiven Zugang","l4","Commodity > General > Fastener > Passive entry screw"
"5791","198","Passive occupant detection system","System zur passiven Insassenerkennung","l4","Commodity > Electronics > Occupant Detection System > Passive occupant detection system"
"5792","55","Passive radio key","Passiver Funkschlüssel","l4","Commodity > Electronics > Car Audio > Passive radio key"
"5793","64","Pawl type one way clutch","Sperrklinken-Rücklaufsperrkupplung","l4","Commodity > Powertrain > Clutch > Pawl type one way clutch"
"5794","117","PCB for smart control unit","Leiterplatte für Smart-Steuergerät","l4","Commodity > Electronics > Electronic Control Unit > PCB for smart control unit"
"5795","304","PCU cooling water pump tube","Kühlmittelschlauch PCU-Wasserpumpe","l4","Commodity > Powertrain > Water Pump > PCU cooling water pump tube"
"5796","114","PCV connector","PCV-Anschluss","l4","Commodity > Electronics > Electrical Connector > PCV connector"
"5797","212","PCV pipe","PCV-Rohr","l4","Commodity > Powertrain > PCV Valve > PCV pipe"
"5798","56","PCV valve unspecified","Kurbelgehäuse-Entlüftungsventil divers","l4","Commodity > Powertrain > Fuel evaporation control device > PCV valve unspecified"
"5799","205","PDM case","Gehäuse Leistungsversorgungsmodul","l4","Commodity > E-Powertrain > On-board Charger > PDM case"
"5800","205","PDM (Power Delivery Module)","Leistungsversorgungsmodul (PDM)","l4","Commodity > E-Powertrain > On-board Charger > PDM (Power Delivery Module)"
"5801","191","P-ECU","P-Steuergerät","l4","Commodity > Electronics > Milliwave and Laser Radar / LiDAR > P-ECU"
"5802","213","Pedal unspecified","Pedal divers","l4","Commodity > Interior > Pedal > Pedal unspecified"
"5803","213","Pedal assembly","Fuühebelwerk","l4","Commodity > Interior > Pedal > Pedal assembly"
"5804","213","Pedal box","Pedalbox","l4","Commodity > Interior > Pedal > Pedal box"
"5805","213","Pedal bracket","Pedalhalterung","l4","Commodity > Interior > Pedal > Pedal bracket"
"5806","213","Pedal bracket assembly","Baugruppe Pedalhalterung","l4","Commodity > Interior > Pedal > Pedal bracket assembly"
"5807","214","Pedal control","Pedalsteuerung","l4","Commodity > Electronics > Pedal Sensor > Pedal control"
"5808","213","Pedal cover","PEDALUEBERZUG","l4","Commodity > Interior > Pedal > Pedal cover"
"5809","214","Pedal sensor ECU","Pedalsensor ECU","l4","Commodity > Electronics > Pedal Sensor > Pedal sensor ECU"
"5810","213","Pedal system","Pedalsystem","l4","Commodity > Interior > Pedal > Pedal system"
"5811","215","Pedestrian collision detection sensor","Sensor für Fuügängeraufprallerkennung","l4","Commodity > Interior > Pedestrian Protection Airbag > Pedestrian collision detection sensor"
"5812","22","Pedestrian collision warning (PCW)","Fuügängeraufprallwarnung (PCW)","l4","Commodity > Electronics > Advanced Driver Assistance ADAS > Pedestrian collision warning (PCW)"
"5813","197","Pedestrian detection system (PDS)","Fuügängererkennungssystem (PDS)","l4","Commodity > Electronics > Object Detection ECU > Pedestrian detection system (PDS)"
"5814","215","Pedestrian protection airbag unspecified","Fuügänger-Schutz-Airbag divers","l4","Commodity > Interior > Pedestrian Protection Airbag > Pedestrian protection airbag unspecified"
"5815","23","Pedestrian protection airbag ECU","Steuergerät Fuügängerschutz-Airbag","l4","Commodity > Electronics > Airbag   > Pedestrian protection airbag ECU"
"5816","215","Pedestrian protection airbag inflator","Gasgenerator Fuügängerschutz-Airbag","l4","Commodity > Interior > Pedestrian Protection Airbag > Pedestrian protection airbag inflator"
"5817","49","Pedestrian protection energy absorber","Energieabsorber Fuügängerschutz","l4","Commodity > Exterior > Bumper > Pedestrian protection energy absorber"
"5818","215","Pedestrian protection system","Fuügängerschutzsystem","l4","Commodity > Interior > Pedestrian Protection Airbag > Pedestrian protection system"
"5819","130","Penthouse bolt","Schraube Penthouse-Gehäuse","l4","Commodity > General > Fastener > Penthouse bolt"
"5820","171","Penthouse breather plug","Entlüftungsstopfen Penthouse","l4","Commodity > E-Powertrain > HV Battery Related Products > Penthouse breather plug"
"5821","169","Penthouse cooling hose","Kühlschlauch Penthouse","l4","Commodity > E-Powertrain > HV Battery Cooling/Heating System > Penthouse cooling hose"
"5822","130","Penthouse nut","Mutter Penthouse-Gehäuse","l4","Commodity > General > Fastener > Penthouse nut"
"5823","130","Penthouse screw","Schraube Penthouse","l4","Commodity > General > Fastener > Penthouse screw"
"5824","314","Penthouse wiring harness","Kabelbaum Penthouse","l4","Commodity > Electronics > Wiring Harness > Penthouse wiring harness"
"5825","194","Permanent magnet for traction motor","Permanentmagnet für Traktionsmotor","l4","Commodity > E-Powertrain > Motor Core > Permanent magnet for traction motor"
"5826","290","Permanent magnet synchronous motor","Permanentmagnet-Synchronmotor","l4","Commodity > E-Powertrain > Traction Motor / E-Axle > Permanent magnet synchronous motor"
"5827","241","Personal table","Klapptisch","l4","Commodity > Interior > Seat > Personal table"
"5828","140","PFI injector","PFI-Einspritzdüse (Port Fuel Injection)","l4","Commodity > Powertrain > Fuel Injection > PFI injector"
"5829","77","Phase sensor","Phasensensor","l4","Commodity > Electronics > Crank / Cam Sensor > Phase sensor"
"5830","169","PHEV coolant hose","PHEV-Kühlmittelschlauch","l4","Commodity > E-Powertrain > HV Battery Cooling/Heating System > PHEV coolant hose"
"5831","314","PHEV high voltage cable assembly","PHEV-Hochvoltkabelsatz","l4","Commodity > Electronics > Wiring Harness > PHEV high voltage cable assembly"
"5832","93","Piezo injector","Piezo-Einspritzdüse","l4","Commodity > Powertrain > Diesel Injection > Piezo injector"
"5833","80","Pillar","Säule","l4","Commodity > Body > Crossmember > Pillar"
"5834","192","Pillar cover","Säulenabdeckung","l4","Commodity > Exterior > Molding (Body Side) > Pillar cover"
"5835","193","Pillar garnish","Säulenverkleidung","l4","Commodity > Exterior > Molding (Exterior) > Pillar garnish"
"5836","80","Pillar lower hinge","Unteres Scharnier der Säule","l4","Commodity > Body > Crossmember > Pillar lower hinge"
"5837","80","Pillar lower outer","Auüenteil untere Säule","l4","Commodity > Body > Crossmember > Pillar lower outer"
"5838","80","Pillar reinforcement","Säulenverstärkung","l4","Commodity > Body > Crossmember > Pillar reinforcement"
"5839","104","Pillar trim","Säulenverkleidung","l4","Commodity > Interior > Door Trim > Pillar trim"
"5840","104","Pillar trim assembly","Baugruppe Säulenverkleidung","l4","Commodity > Interior > Door Trim > Pillar trim assembly"
"5842","95","Pinion cover sensor ASSY","Sensorabdeckung Zahnstange (Baugruppe)","l4","Commodity > Powertrain > Differential > Pinion cover sensor ASSY"
"5845","95","Pinion seal","Zahnstangenwellendichtung","l4","Commodity > Powertrain > Differential > Pinion seal"
"5847","51","Pinion thrust washer","Axiallagerscheibe Zahnstange","l4","Commodity > General > Bush > Pinion thrust washer"
"5849","216","Piston unspecified","Kolbenbolzen divers","l4","Commodity > Powertrain > Piston > Piston unspecified"
"5850","216","Piston assembly","Kolbenbaugruppe","l4","Commodity > Powertrain > Piston > Piston assembly"
"5851","35","Piston for AT","Kolben für Automatikgetriebe","l4","Commodity > Powertrain > Automatic Transmission (AT) > Piston for AT"
"5852","217","Piston pin unspecified","Kolbenbolzen divers","l4","Commodity > Powertrain > Piston Pin > Piston pin unspecified"
"5853","218","Piston ring unspecified","Kolbenring divers","l4","Commodity > Powertrain > Piston Ring > Piston ring unspecified"
"5854","241","Pitch slide seat system","Längsverschiebesystem Sitz","l4","Commodity > Interior > Seat > Pitch slide seat system"
"5855","40","Plain bearing","Gleitlager","l4","Commodity > General > Bearing > Plain bearing"
"5856","35","Planetary carrier","Planetenradträger","l4","Commodity > Powertrain > Automatic Transmission (AT) > Planetary carrier"
"5857","95","Planetary gear","Planetengetriebe","l4","Commodity > Powertrain > Differential > Planetary gear"
"5858","102","Plastic back door","Kunststoff-Heckklappe","l4","Commodity > Body > Door Module > Plastic back door"
"5859","102","Plastic back door module","Kunststoff-Heckklappenmodul","l4","Commodity > Body > Door Module > Plastic back door module"
"5860","167","Plastic battery case","Kunststoff-Batteriegehäuse","l4","Commodity > E-Powertrain > HV Battery Case > Plastic battery case"
"5861","49","Plastic bumper","Kunststoffstoüfänger","l4","Commodity > Exterior > Bumper > Plastic bumper"
"5862","130","Plastic clip","Kunststoffclip","l4","Commodity > General > Fastener > Plastic clip"
"5863","114","Plastic connector","Kunststoffsteckverbinder","l4","Commodity > Electronics > Electrical Connector > Plastic connector"
"5864","87","Plastic cylinder head cover","Kunststoff-Zylinderkopfhaube","l4","Commodity > Powertrain > Cylinder Head Cover > Plastic cylinder head cover"
"5865","130","Plastic fastener","Kunststoffbefestiger","l4","Commodity > General > Fastener > Plastic fastener"
"5866","137","Plastic filler pipe","Kunststoff-Einfüllrohr","l4","Commodity > Powertrain > Fuel Filler > Plastic filler pipe"
"5867","39","Plastic for BMS connector","Kunststoff für BMS-Steckverbinder","l4","Commodity > E-Powertrain > Battery Management System > Plastic for BMS connector"
"5868","137","Plastic fuel filler pipe","Kunststoff-Tankfüllrohr","l4","Commodity > Powertrain > Fuel Filler > Plastic fuel filler pipe"
"5869","145","Plastic fuel tank","Kunststoff-Kraftstoffbehälter","l4","Commodity > Powertrain > Fuel Tank > Plastic fuel tank"
"5870","145","Plastic fuel tank material","Material Kunststoffkraftstofftank","l4","Commodity > Powertrain > Fuel Tank > Plastic fuel tank material"
"5871","145","Plastic fuel tank system","Kunststoffkraftstofftanksystem","l4","Commodity > Powertrain > Fuel Tank > Plastic fuel tank system"
"5873","176","Plastic intake manifold","Kunststoff-Saugrohr","l4","Commodity > Powertrain > Intake Manifold > Plastic intake manifold"
"5874","169","Plastic line for battery thermal management","Kunststoffleitung für Batteriethermomanagement","l4","Commodity > E-Powertrain > HV Battery Cooling/Heating System > Plastic line for battery thermal management"
"5875","269","Plastic panorama roof","Kunststoff-Panoramadach","l4","Commodity > Body > Roof > Plastic panorama roof"
"5876","309","Plastic quarter window","Kunststoff-Dreiecksfenster","l4","Commodity > Exterior > Window Glass > Plastic quarter window"
"5877","309","Plastic rear window","Kunststoff-Heckscheibe","l4","Commodity > Exterior > Window Glass > Plastic rear window"
"5878","40","Plastic steering column bearing","Kunststofflager Lenksäule","l4","Commodity > General > Bearing > Plastic steering column bearing"
"5879","40","Plastic strut bearing","Kunststoff-Stoüdämpferlager","l4","Commodity > General > Bearing > Plastic strut bearing"
"5880","201","Plastic Transmission Oil Pan","Kunststoff-älwanne Getriebe","l4","Commodity > Powertrain > Oil Pan > Plastic Transmission Oil Pan"
"5881","130","Plastic trim clip","Kunststoffverkleidungsklammer","l4","Commodity > General > Fastener > Plastic trim clip"
"5882","192","Plastic underbody panel","Kunststoff-Unterbodenverkleidung","l4","Commodity > Exterior > Molding (Body Side) > Plastic underbody panel"
"5883","128","Plate lamp assembly","Baugruppe Kennzeichenbeleuchtung","l4","Commodity > Exterior > Exterior Lighting > Plate lamp assembly"
"5884","35","Plate spring for automatic transmission","Plattenfeder für Automatikgetriebe","l4","Commodity > Powertrain > Automatic Transmission (AT) > Plate spring for automatic transmission"
"5885","39","Plating material for BMS connector","Beschichtungsmaterial für BMS-Steckverbinder","l4","Commodity > E-Powertrain > Battery Management System > Plating material for BMS connector"
"5886","16","Plenum panel sound absorber","Schallabsorber Plenumsplatte","l4","Commodity > General > Acoustic Insulator > Plenum panel sound absorber"
"5887","255","Plug cap","Zündkerzenstecker","l4","Commodity > Powertrain > Spark Plug > Plug cap"
"5888","111","Plug-in-Hybrid Dual clutch transmission","Plug-in-Hybrid-Doppelkupplungsgetriebe","l4","Commodity > Powertrain > Dual Clutch Transmission > Plug-in-Hybrid Dual clutch transmission"
"5889","246","Pneumatic lumbar and bolster adjustment system","Pneumatisches Lenden- und Seitenstützsystem","l4","Commodity > Interior > Seat Lumbar Support > Pneumatic lumbar and bolster adjustment system"
"5890","246","Pneumatic lumbar ECU","Steuergerät pneumatische Lordosenstütze","l4","Commodity > Interior > Seat Lumbar Support > Pneumatic lumbar ECU"
"5891","246","Pneumatic lumbar support","Pneumatische Lordosenstütze","l4","Commodity > Interior > Seat Lumbar Support > Pneumatic lumbar support"
"5892","241","Pneumatic seat comfort system","Pneumatisches Sitzkomfortsystem","l4","Commodity > Interior > Seat > Pneumatic seat comfort system"
"5893","246","Pneumatic seat lumbar support","Pneumatische Sitz-Lordosenstütze","l4","Commodity > Interior > Seat Lumbar Support > Pneumatic seat lumbar support"
"5894","246","Pneumatic seat system","Pneumatisches Sitzsystem","l4","Commodity > Interior > Seat Lumbar Support > Pneumatic seat system"
"5895","99","P-OLED display","P-OLED-Anzeige","l4","Commodity > Electronics > Display > P-OLED display"
"5896","112","Polyester elastomer PELPRENE for engine room air duct","Polyester-Elastomer PELPRENE für Motorraum-Luftkanal","l4","Commodity > General > Duct > Polyester elastomer PELPRENE for engine room air duct"
"5897","169","Polyester film for BMS radiator","Polyesterfolie für BMS-Kühler","l4","Commodity > E-Powertrain > HV Battery Cooling/Heating System > Polyester film for BMS radiator"
"5898","117","Polyester film for FPC","Polyesterfolie für FPC","l4","Commodity > Electronics > Electronic Control Unit > Polyester film for FPC"
"5899","20","Polyester resin for A/C ventilator","Polyesterharz für Klimaanlagenlüfter","l4","Commodity > Interior > A/C Ventilator > Polyester resin for A/C ventilator"
"5900","152","Polyester resin VYLOPET for automotive lamp extension","Polyesterharz VYLOPET für Lampenerweiterung im Fahrzeug","l4","Commodity > Exterior > Head Lamp > Polyester resin VYLOPET for automotive lamp extension"
"5901","117","Polyimide film for FPC","Polyimidfolie für FPC","l4","Commodity > Electronics > Electronic Control Unit > Polyimide film for FPC"
"5902","175","Polypropylene","Polypropylen","l4","Commodity > Interior > Instrument Panel > Polypropylene"
"5903","71","Polypropylene for Center console","Polypropylen für Mittelkonsole","l4","Commodity > Interior > Console > Polypropylene for Center console"
"5904","241","Polyurethane seating foam","Polyurethanschaum für Sitze","l4","Commodity > Interior > Seat > Polyurethane seating foam"
"5905","164","Pop-up hood actuator","Stellmotor für ausfahrbare Motorhaube","l4","Commodity > Body > Hinge > Pop-up hood actuator"
"5906","23","Pop-up hood ECU","Steuergerät für ausfahrbare Motorhaube","l4","Commodity > Electronics > Airbag   > Pop-up hood ECU"
"5907","164","Pop-up hood system","System für ausfahrbare Motorhaube","l4","Commodity > Body > Hinge > Pop-up hood system"
"5908","112","Porous intake duct","Poröser Ansaugkanal","l4","Commodity > General > Duct > Porous intake duct"
"5909","51","Positioning bush","Lagerbuchse für Positionierung","l4","Commodity > General > Bush > Positioning bush"
"5910","128","Position lamp","Positionsleuchte","l4","Commodity > Exterior > Exterior Lighting > Position lamp"
"5911","242","Power 3rd row seat recliner","Verstellmotor dritte Sitzreihe","l4","Commodity > Interior > Seat Adjuster / Recliner > Power 3rd row seat recliner"
"5912","55","Power amplifier unit","Leistungsverstärkereinheit","l4","Commodity > Electronics > Car Audio > Power amplifier unit"
"5913","245","Power and manual seat structure","Struktur elektrisch/manuell verstellbarer Sitz","l4","Commodity > Interior > Seat Frame > Power and manual seat structure"
"5914","277","Power back door (spindle type)","Elektrische Heckklappe (Spindelantrieb)","l4","Commodity > Body > Tailgate/Trunk Closure > Power back door (spindle type)"
"5915","102","Power back door system","System elektrische Heckklappe","l4","Commodity > Body > Door Module > Power back door system"
"5916","277","Power closure system","Automatisches Schlieüsystem","l4","Commodity > Body > Tailgate/Trunk Closure > Power closure system"
"5917","205","Power control plug","Leistungsstecker","l4","Commodity > E-Powertrain > On-board Charger > Power control plug"
"5918","205","Power control seal","Abdichtung Leistungssteuerung","l4","Commodity > E-Powertrain > On-board Charger > Power control seal"
"5919","171","Power control unit","Leistungssteuergerät","l4","Commodity > E-Powertrain > HV Battery Related Products > Power control unit"
"5920","171","Power control unit (PCU)","Leistungssteuereinheit/Leistungselektronik","l4","Commodity > E-Powertrain > HV Battery Related Products > Power control unit (PCU)"
"5921","114","Power distribution unit (PDU)","Leistungsverteilungseinheit (PDU)","l4","Commodity > Electronics > Electrical Connector > Power distribution unit (PDU)"
"5922","114","Power distributor","Stromverteiler","l4","Commodity > Electronics > Electrical Connector > Power distributor"
"5923","302","Power domain control unit (PDCU)","Steuergerät für Leistungsdomäne (PDCU)","l4","Commodity > Electronics > Vehicle Control Unit > Power domain control unit (PDCU)"
"5924","241","Power driver's seat","Fahrersitz elektrisch verstellbar","l4","Commodity > Interior > Seat > Power driver's seat"
"5925","152","Powerfull LED 40 millimeter LED module for high and low beam","Leistungsstarkes 40-mm-LED-Modul für Fern- und Abblendlicht","l4","Commodity > Exterior > Head Lamp > Powerfull LED 40 millimeter LED module for high and low beam"
"5926","158","Power headrest","Kopfstütze elektrisch verstellbar","l4","Commodity > Interior > Headrest > Power headrest"
"5927","102","Power liftgate","Elektrische Heckklappe","l4","Commodity > Body > Door Module > Power liftgate"
"5928","102","Power liftgate chime","Warnton elektrische Heckklappe","l4","Commodity > Body > Door Module > Power liftgate chime"
"5929","277","Power liftgate drive","Antrieb elektrische Heckklappe","l4","Commodity > Body > Tailgate/Trunk Closure > Power liftgate drive"
"5930","102","Power liftgate mechanism","Mechanik elektrische Heckklappe","l4","Commodity > Body > Door Module > Power liftgate mechanism"
"5931","102","Power liftgate module","Modul elektrische Heckklappe","l4","Commodity > Body > Door Module > Power liftgate module"
"5932","42","Power liftgate motor","Motor elektrische Heckklappe","l4","Commodity > Electronics > Body Mechanism Motor > Power liftgate motor"
"5933","277","Power liftgate spindle drive with ECU","Spindelantrieb Heckklappe mit Steuergerät","l4","Commodity > Body > Tailgate/Trunk Closure > Power liftgate spindle drive with ECU"
"5934","275","Power liftgate switch","Schalter elektrische Heckklappe","l4","Commodity > Electronics > Switch > Power liftgate switch"
"5935","102","Power liftgate system","System elektrische Heckklappe","l4","Commodity > Body > Door Module > Power liftgate system"
"5936","246","Power lumbar support","Elektrische Lordosenstütze","l4","Commodity > Interior > Seat Lumbar Support > Power lumbar support"
"5937","172","Power management ECU","Steuergerät für Energiemanagement","l4","Commodity > Electronics > HV/EV ECU > Power management ECU"
"5938","290","Power module","Leistungsmodul","l4","Commodity > E-Powertrain > Traction Motor / E-Axle > Power module"
"5939","269","Power moonroof","Elektrisches Panoramadach","l4","Commodity > Body > Roof > Power moonroof"
"5940","242","Power recliner","Elektrisch verstellbare Rückenlehne","l4","Commodity > Interior > Seat Adjuster / Recliner > Power recliner"
"5941","277","Power rise decklid","Elektrischer Kofferraumdeckelheber","l4","Commodity > Body > Tailgate/Trunk Closure > Power rise decklid"
"5942","253","Power scissor door system","Elektrisches Scherentürsystem","l4","Commodity > Body > Dorr > Power scissor door system"
"5944","242","Power seat adjuster","Sitzverstellung elektrisch","l4","Commodity > Interior > Seat Adjuster / Recliner > Power seat adjuster"
"5945","219","Power seat ECU","Sitz-Steuergerät ECU","l4","Commodity > Electronics > Power Seat ECU > Power seat ECU"
"5946","247","Power seat lift motor","Hubmotor Sitzverstellung","l4","Commodity > Electronics > Seat Motor > Power seat lift motor"
"5947","247","Power seat motor","Sitzverstellmotor","l4","Commodity > Electronics > Seat Motor > Power seat motor"
"5948","242","Power seat recliner","Lehnenverstellung elektrisch","l4","Commodity > Interior > Seat Adjuster / Recliner > Power seat recliner"
"5949","275","Power seat switch","Schalter für elektrischen Sitz","l4","Commodity > Electronics > Switch > Power seat switch"
"5950","247","Power seat tilt motor","Neigemotor elektrische Sitzverstellung","l4","Commodity > Electronics > Seat Motor > Power seat tilt motor"
"5951","253","Power side door system","Elektrisches Seitentürsystem","l4","Commodity > Body > Dorr > Power side door system"
"5952","102","Power sliding door","Elektrische Schiebetür","l4","Commodity > Body > Door Module > Power sliding door"
"5953","253","Power sliding door drive system","Antriebssystem elektrische Schiebetür","l4","Commodity > Body > Dorr > Power sliding door drive system"
"5954","253","Power sliding door driving unit","Antriebseinheit elektrische Schiebetür","l4","Commodity > Body > Dorr > Power sliding door driving unit"
"5955","220","Power sliding door ECU","Steuerungseinheit für elektrisch betätigte Schiebetür ECU","l4","Commodity > Electronics > Power Sliding Door ECU > Power sliding door ECU"
"5956","42","Power sliding door motor","Motor elektrische Schiebetür","l4","Commodity > Electronics > Body Mechanism Motor > Power sliding door motor"
"5957","275","Power sliding door off switch","Ausschalter elektrische Schiebetür","l4","Commodity > Electronics > Switch > Power sliding door off switch"
"5958","220","Power sliding door sensor","Sensor elektrische Schiebetür","l4","Commodity > Electronics > Power Sliding Door ECU > Power sliding door sensor"
"5959","275","Power sliding door switch","Schalter elektrische Schiebetür","l4","Commodity > Electronics > Switch > Power sliding door switch"
"5960","253","Power sliding door system","Elektrisches Schiebetürsystem","l4","Commodity > Body > Dorr > Power sliding door system"
"5961","314","Power sliding door wiring harness","Kabelbaum elektrische Schiebetür","l4","Commodity > Electronics > Wiring Harness > Power sliding door wiring harness"
"5963","222","Power steering ECU","Servolenkungs-Steuergerät ECU","l4","Commodity > Electronics > Power Steering ECU > Power steering ECU"
"5964","223","Power steering hose","Servolenkungsschlauch","l4","Commodity > Chassis > Power Steering > Power steering hose"
"5965","223","Power steering hose assembly","Schlauchbaugruppe Servolenkung","l4","Commodity > Chassis > Power Steering > Power steering hose assembly"
"5968","221","Power steering pulley","Riemenscheibe Servolenkung","l4","Commodity > Chassis > Power Steering Assist Unit > Power steering pulley"
"5980","269","Power sunroof system","Elektrisches Schiebedachsystem","l4","Commodity > Body > Roof > Power sunroof system"
"5981","275","Power switch","Netzschalter / Stromschalter","l4","Commodity > Electronics > Switch > Power switch"
"5982","102","Power tailgate","Elektrische Heckklappe","l4","Commodity > Body > Door Module > Power tailgate"
"5983","226","Power tailgate ECU","Steuergerät elektrische Heckklappe","l4","Commodity > Electronics > Power Tailgate / Trunk ECU > Power tailgate ECU"
"5984","277","Power tailgate strut","Dämpfer elektrische Heckklappe","l4","Commodity > Body > Tailgate/Trunk Closure > Power tailgate strut"
"5985","277","Power tailgate system","System elektrische Heckklappe","l4","Commodity > Body > Tailgate/Trunk Closure > Power tailgate system"
"5986","291","Power take-off (PTO)","Nebenantrieb (PTO)","l4","Commodity > Chassis > Transfer > Power take-off (PTO)"
"5987","261","Power tilt & telescopic steering column","Elektrische Neige- & Teleskoplenksäule","l4","Commodity > Chassis > Steering Column / Shaft > Power tilt & telescopic steering column"
"5988","222","Power tilt & telescopic steering column ECU","Steuergerät Neige-/Teleskoplenksäule","l4","Commodity > Electronics > Power Steering ECU > Power tilt & telescopic steering column ECU"
"5989","121","Powertrain control unit","Steuergerät Antriebsstrang","l4","Commodity > Electronics > Engine Control Unit > Powertrain control unit"
"5990","290","Powertrain domain control unit (PDCU)","Domänensteuergerät Antriebsstrang (PDCU)","l4","Commodity > E-Powertrain > Traction Motor / E-Axle > Powertrain domain control unit (PDCU)"
"5991","121","Powertrain ECU","Steuergerät Antriebsstrang","l4","Commodity > Electronics > Engine Control Unit > Powertrain ECU"
"5992","51","Powertrain mount system","Lagerungssystem Antriebsstrang","l4","Commodity > General > Bush > Powertrain mount system"
"5993","305","Powertrain radial shaft seal","Radialwellendichtung Antriebsstrang","l4","Commodity > Exterior > Weatherstrip > Powertrain radial shaft seal"
"5994","291","Power transfer unit","Leistungstransfereinheit","l4","Commodity > Chassis > Transfer > Power transfer unit"
"5995","277","Power trunk drive unit","Antriebseinheit Kofferraumdeckel","l4","Commodity > Body > Tailgate/Trunk Closure > Power trunk drive unit"
"5996","310","Power window","Elektrischer Fensterheber","l4","Commodity > Body > Window  > Power window"
"5997","175","Power window control panel","Bedieneinheit Fensterheber","l4","Commodity > Interior > Instrument Panel > Power window control panel"
"5998","117","Power window control unit","Steuergerät Fensterheber","l4","Commodity > Electronics > Electronic Control Unit > Power window control unit"
"5999","117","Power window ECU","Steuergerät elektrisches Fenster","l4","Commodity > Electronics > Electronic Control Unit > Power window ECU"
"6000","42","Power window motor","Fensterhebermotor","l4","Commodity > Electronics > Body Mechanism Motor > Power window motor"
"6001","310","Power window regulator","Fensterhebermechanik","l4","Commodity > Body > Window  > Power window regulator"
"6002","310","Power window regulator assembly","Baugruppe Fensterheber","l4","Commodity > Body > Window  > Power window regulator assembly"
"6003","310","Power window regulator system","Fensterhebersystem","l4","Commodity > Body > Window  > Power window regulator system"
"6004","310","Power window regulator with ECU","Fensterhebermechanik mit Steuergerät","l4","Commodity > Body > Window  > Power window regulator with ECU"
"6005","275","Power window switch","Elektrische Fensterheberschalter","l4","Commodity > Electronics > Switch > Power window switch"
"6006","275","Power window switch (passenger side)","Fensterheberschalter (Beifahrerseite)","l4","Commodity > Electronics > Switch > Power window switch (passenger side)"
"6007","310","Power window system","Fensterhebersystem","l4","Commodity > Body > Window  > Power window system"
"6008","58","Pre-catalytic converter assembly","Vorkatalysator-Baugruppe","l4","Commodity > Powertrain > Catalytic Converter > Pre-catalytic converter assembly"
"6009","227","Pre-crash protection system","Pre-Crash-Schutzsystem","l4","Commodity > Electronics > Pre-crash Seat Belt ECU > Pre-crash protection system"
"6010","191","Pre-crash safety milliwave radar","Millimeterwellenradar Pre-Crash-Sicherheit","l4","Commodity > Electronics > Milliwave and Laser Radar / LiDAR > Pre-crash safety milliwave radar"
